fid,X,Y,CITY_NAME,CNTRY_NAME,POP,POP_RANK,max_dtw
"953","12.8549973417324","56.6620019563532",Halmstad,Sweden,"0","0","0.64864"
"954","22.2200014120141","65.5790040313044",Lulea,Sweden,"0","0",
"955","20.2519984150995","63.8240039880742",Umea,Sweden,"0","0","0.58798"
"956","21.6090003292877","63.0939959938746",Vaasa,Finland,"0","0",
"957","17.9340034366993","62.6339969297135",Harnosand,Sweden,"0","0",
"958","17.182998379388","60.6789989625965",Gavle,Sweden,"0","0",
"959","22.2589982982046","60.4490039813167",Turku,Finland,"188637","5",
"960","19.9490042892361","60.0969960778967",Mariehamn,Finland,"0","0",
"961","17.6470023135818","59.8539960668191",Uppsala,Sweden,"0","0","0.54744"
"962","17.0150043332271","58.7639970720032",Nykoping,Sweden,"0","0",
"963","18.2999973570477","57.635001025513",Visby,Sweden,"0","0","0.60266"
"964","17.9914504270049","59.3311679873094",Stockholm,Sweden,"1595000","2","0.54971"
"965","15.8120013466701","50.2059960744199",Hradec Kralove,Czech Republic,"92917","6","0.55225"
"966","14.4569973166976","50.1059969469927",Prague,Czech Republic,"1294513","2","0.54092"
"967","16.6159984087017","49.2029999478672",Brno,Czech Republic,"379527","4","0.52616"
"968","14.4780033159267","48.974003991437",Ceske Budejovice,Czech Republic,"0","0","0.59172"
"969","14.2939983947852","48.2979959629248",Linz,Austria,"205726","5","0.6004"
"970","16.5332972881553","47.833298983167",Eisenstadt,Austria,"14637","7","0.5157"
"971","16.3209784439172","48.2021190334445",Vienna,Austria,"1897491","2","0.52023"
"972","13.3839992855942","49.7459970102589",Plzen,Czech Republic,"170936","5","0.57086"
"973","11.5429503873952","48.1409729869083",Munich,Germany,"1456039","2","0.63222"
"974","13.0519983565538","47.8080000068547",Salzburg,Austria,"154211","5","0.62111"
"975","11.3499994196453","47.2650029444629",Innsbruck,Austria,"132110","5","0.60667"
"976","13.7770022903877","45.6450029809353",Trieste,Italy,"204303","5","0.60767"
"977","12.3707163638276","45.4247730248925",Venice,Italy,"260921","4",
"978","14.4333003876885","45.3332969678413",Rijeka,Croatia,"128624","5","0.6184"
"979","16.6220013284337","47.2359959758022",Szombathely,Hungary,"0","0","0.52155"
"980","15.4310043468245","47.0649959189747",Graz,Austria,"288806","4","0.63938"
"981","16.839999406367","46.8440009319761",Zalaegerszeg,Hungary,"0","0","0.52138"
"982","14.3039974139161","46.6180020500951",Klagenfurt,Austria,"100817","5","0.63912"
"983","14.6396073760768","46.0682999208059",Ljubljana,Slovenia,"283055","4","0.66299"
"984","15.9640023900851","45.8070030434815",Zagreb,Croatia,"790017","3","0.62044"
"985","13.3275693578572","52.5162689233538",Berlin,Germany,"3613495","2","0.51279"
"986","12.9200042875182","52.3950029944507",Potsdam,Germany,"175710","5","0.51654"
"987","11.6090013695859","52.1299979592943",Magdeburg,Germany,"238478","5","0.52503"
"988","12.3980764391135","51.3493289631957",Leipzig,Germany,"581980","3","0.53694"
"989","13.7050023361376","51.046002049694",Dresden,Germany,"551072","3","0.53426"
"990","11.4166984358449","53.6333039764513",Schwerin,Germany,"0","0","0.59181"
"991","12.3166983604213","55.9332989662887",Hillerod,Denmark,"0","0","0.6572"
"992","12.1167004365342","55.6499970648855",Roskilde,Denmark,"0","0","0.64228"
"993","13.0230003240106","55.5959969337142",Malmo,Sweden,"0","0","0.63886"
"994","11.5667014295607","55.4329980118021",Soro,Denmark,"0","0","0.65655"
"995","11.8719994189253","54.7730010237541",Nykobing,Denmark,"0","0","0.64818"
"996","12.5499963955359","55.7199989694362",Copenhagen,Denmark,"616098","3",
"997","14.7167014138035","55.1167019784569",Ronne,Denmark,"0","0",
"998","15.2960044326059","56.2030020825257",Karlskrona,Sweden,"0","0","0.6159"
"999","14.1660004251483","56.0289960150315",Kristianstad,Sweden,"0","0","0.62169"
"1000","16.1849973770839","54.1860030148059",Koszalin,Poland,"106118","5","0.6222"
"1001","14.5310044222483","53.438003968161",Szczecin,Poland,"400947","4","0.52043"
"1002","16.7450043393059","53.1449999253113",Pila,Poland,"0","0","0.50126"
"1003","86.2170034052904","69.4500030793482",Dudinka,Russia,"0","0","0.55854"
"1004","84.9709983315427","56.4779970352119",Tomsk,Russia,"565000","3","0.55718"
"1005","69.0000034233304","61.0170029768526",Khanty-Mansiysk,Russia,"0","0","0.56648"
"1006","86.5992873715522","67.4938530149968",Igarka,Russia,"0","0","0.55398"
"1007","69.2166963316446","54.8832960479966",Petropavlovsk,Kazakhstan,"219094","5","0.52502"
"1008","73.2500014215202","55.0629990559373",Omsk,Russia,"1158627","2","0.52034"
"1009","69.4029963456535","53.2739969197979",Kokshetau,Kazakhstan,"145633","5","0.51839"
"1010","76.9629963409328","52.2819990027096",Pavlodar,Kazakhstan,"333734","4","0.47919"
"1011","71.4320014183212","51.1890029333446",Astana,Kazakhstan,"1107270","2","0.50847"
"1012","73.2026343718547","49.8792060603194",Karaganda,Kazakhstan,"497745","4","0.50152"
"1013","67.7099974030262","47.7810000240109",Zhezkazgan,Kazakhstan,"0","0","0.51648"
"1014","78.3780034218085","45.0129960644633",Taldykorgan,Kazakhstan,"145547","5","0.60627"
"1015","82.6000024123048","50.0000040014346",Ust'-Kamenogorsk,Kazakhstan,"332364","4","0.54007"
"1016","-81.6540026762816","38.3550029795773",Charleston,United States,"46536","7","0.60317"
"1017","86.0540043178944","55.3850009658468",Kemerovo,Russia,"538188","3","0.55274"
"1018","82.9430013853259","55.0320029736947",Novosibirsk,Russia,"1511369","2","0.52363"
"1019","15.4919973209763","51.9419969387541",Zielona Gora,Poland,"140219","5","0.51986"
"1020","-80.8356777080818","35.2058219739633",Charlotte,United States,"885708","3","0.65188"
"1021","87.1700044361883","53.7000029926509",Novokuznetsk,Russia,"549383","3","0.63024"
"1022","16.5660033130468","51.8439960265099",Leszno,Poland,"0","0","0.51614"
"1023","-80.9970025972991","34.0139970776078",Columbia,United States,"131674","5","0.64796"
"1024","83.7500042925407","53.3500020750481",Barnaul,Russia,"686306","3","0.49528"
"1025","16.1579973942401","51.207002921907",Legnica,Poland,"98598","6","0.55408"
"1026","-84.3489985551283","33.7959989996746",Atlanta,United States,"465835","4","0.62593"
"1027","85.9670012841474","51.954002943702",Gorno-Altaysk,Russia,"0","0","0.6165"
"1028","80.2359993360476","50.417000978405",Semipalatinsk,Kazakhstan,"323591","4","0.48126"
"1029","89.9669973266778","48.9619979864892",Olgiy,Mongolia,"0","0","0.47969"
"1030","74.8040043505299","34.081002073093",Srinagar,India,"1206419","2","0.51709"
"1031","74.8715584207958","31.6308869271089",Amritsar,India,"1159227","2","0.49152"
"1032","74.340999441186","31.5450000806422",Lahore,Pakistan,"11126285","1","0.5613"
"1033","77.1660004409701","31.1040000298933",Simla,India,"169578","5","0.44213"
"1034","76.784004416275","30.7379970079439",Chandigarh,India,"970602","3","0.49107"
"1035","77.2166614428691","28.6666650214145",Delhi,India,"11034555","1","0.4767"
"1036","75.8009973918667","26.9049959867245",Jaipur,India,"3046163","2","0.52237"
"1037","77.4119973611131","23.2299989286527",Bhopal,India,"1798218","2","0.53738"
"1038","77.2167513004958","28.5687269929608",New Delhi,India,"257803","4","0.48856"
"1039","68.4167043051294","32.8500000788422",Zareh Sharan,Afghanistan,"0","0","0.6699"
"1040","73.06054232446","33.7181579687109",Islamabad,Pakistan,"1014825","2","0.68906"
"1041","73.0437483808047","33.6058020109788",Rawalpindi,Pakistan,"2098231","2","0.69863"
"1042","69.2240044209958","33.5979989600035",Gardez,Afghanistan,"0","0","0.54199"
"1043","68.4199984228464","33.5519999637473",Ghazni,Afghanistan,"0","0","0.6151"
"1044","73.0834563502781","31.4089559645347",Faisalabad,Pakistan,"3203846","2","0.684"
"1045","68.3664753810643","25.3801800725965",Hyderabad,Pakistan,"1732693","2","0.65755"
"1046","72.6666663933652","23.2000020367434",Gandhinagar,India,"292797","4","0.51004"
"1047","72.5668653498778","23.0397930038392",Ahmadabad,India,"5633927","1","0.50028"
"1048","76.9126234460844","43.2550619959582",Almaty,Kazakhstan,"1885739","2","0.5151"
"1049","74.7700024231043","42.8799959304531",Bishkek,Kyrgyzstan,"991257","3","0.54495"
"1050","78.3900003251554","42.4800000826791",Karakol,Kyrgyzstan,"0","0","0.50522"
"1051","75.9979984066883","41.4250020401385",Naryn,Kyrgyzstan,"0","0","0.55292"
"1052","71.6799963881637","40.9989959672855",Namangan,Uzbekistan,"612208","3","0.6925"
"1053","72.3449974365777","40.79400291915",Andizhan,Uzbekistan,"433901","4","0.65677"
"1054","72.7990023516404","40.5240029252287",Osh,Kyrgyzstan,"285372","4","0.60474"
"1055","71.785998435323","40.3859970003432",Fergana,Uzbekistan,"283791","4","0.67958"
"1056","75.9999962909039","39.4800029266686",Kashi,China,"0","0","0.67196"
"1057","70.4666973393075","34.4332979180795",Jalabad,Afghanistan,"0","0","0.71096"
"1058","68.9000042959033","38.6299979322633",Dushanbe,Tajikistan,"770027","3","0.58518"
"1059","69.7809964364334","37.9119959430116",Kulob,Tajikistan,"0","0","0.63094"
"1060","68.7999963978423","37.8333359334193",Qurghonteppa,Tajikistan,"0","0","0.69396"
"1061","70.5789993493669","37.1210040762611",Feyzabad,Afghanistan,"0","0","0.59354"
"1062","69.540003411173","36.7299989556836",Taloqan,Afghanistan,"0","0","0.64612"
"1063","68.8599992832619","36.7270020466182",Konduz,Afghanistan,"0","0","0.71919"
"1064","71.1500043555696","34.8659999562287",Asadabad,Afghanistan,"0","0","0.6182"
"1065","71.5449963084611","34.0039980584769",Peshawar,Pakistan,"1970042","2","0.69226"
"1066","68.0400002823671","36.261000062725",Aybak,Afghanistan,"0","0","0.68534"
"1067","68.7030032810818","36.1320030682382",Baghlan,Afghanistan,"0","0","0.66722"
"1068","69.3333004203885","35.0166959955086",Mahmud-E Eraqi,Afghanistan,"0","0","0.63211"
"1069","69.1700042898246","35.0139959641276",Charikar,Afghanistan,"0","0","0.63211"
"1070","67.8110043259368","34.8200009599728",Bamian,Afghanistan,"0","0","0.49174"
"1071","70.1667002879934","34.649999927995",Mehtar Lam,Afghanistan,"0","0","0.72691"
"1072","69.1367582917535","34.5309119295288",Kabul,Afghanistan,"4136000","2","0.66103"
"1073","68.7999963978423","34.4500020041081",Mayda Shahr,Afghanistan,"0","0","0.60704"
"1074","68.9667033121028","33.9667020133341",Baraki Barak,Afghanistan,"0","0","0.62028"
"1075","69.0000034233304","39.75000292059",Leninobod,Tajikistan,"0","0","0.46935"
"1076","72.236997339719","42.5150010349544",Talas,Kyrgyzstan,"0","0","0.48137"
"1077","69.5729973776314","42.302996940636",Shymkent,Kazakhstan,"1023619","2","0.63659"
"1078","69.3498693062675","41.2479360143048",Tashkent,Uzbekistan,"2509969","2","0.63677"
"1079","68.783301413415","40.5167039374789",Gulistan,Uzbekistan,"0","0","0.62875"
"1080","67.8420004081796","40.0989960427092",Dzhizak,Uzbekistan,"155822","5","0.5438"
"1081","71.3709993425682","42.8889959247345",Dzhambul,Kazakhstan,"0","0","0.56951"
"1082","87.5870014131586","43.7830020311799",Urumqi,China,"4565000","2","0.54662"
"1083","81.6200013985633","28.0639980267252",Nepalganj,Nepal,"0","0","0.47603"
"1084","83.3832992889092","27.5333040124494",Bhairawa,Nepal,"0","0","0.49365"
"1085","80.9199993978739","26.8489979713377",Lucknow,India,"2817105","2","0.46586"
"1086","80.3178634402465","26.4578310077413",Kanpur,India,"2768057","2","0.53918"
"1087","82.9563393682455","25.282008050249",Varanasi,India,"1198491","2","0.50388"
"1088","82.2167013834744","29.2500000495695",Jumla,Nepal,"0","0","0.4402"
"1089","80.6000043082979","29.3000040813418",Dandeldhura,Nepal,"0","0","0.43472"
"1090","80.593002363716","28.6949969822299",Dhangarhi,Nepal,"101970","5","0.45825"
"1091","82.1833023130186","28.3499999595096",Sallyan,Nepal,"0","0","0.46994"
"1092","83.5832973782799","28.2666959819933",Baglung,Nepal,"0","0","0.47089"
"1093","83.9719983043888","28.2639959506121",Pokhara,Nepal,"255465","4","0.48141"
"1094","85.3129534336424","27.7120169316581",Kathmandu,Nepal,"1467000","2","0.45357"
"1095","85.1300013195398","27.5509980217264",Bhimphedi,Nepal,"0","0","0.44116"
"1096","86.0869982843527","27.3259979992114",Ramechhap,Nepal,"0","0","0.51794"
"1097","86.7332973625225","26.5332960243284",Rajbiraj,Nepal,"0","0","0.44951"
"1098","85.1349964437884","25.6140000431718",Patna,India,"1684297","2","0.48785"
"1099","88.6390023811503","24.3579959502932",Rajshahi,Bangladesh,"449756","4","0.5171"
"1100","89.5580013191389","22.842999009075",Khulna,Bangladesh,"664728","3","0.42215"
"1101","88.3340014349536","22.5440009826105",Kolkata,India,"4496694","2","0.39239"
"1102","89.8333024165942","27.633302974393",Punakha,Bhutan,"0","0","0.5042"
"1103","89.6670004408473","27.4429979248677",Thimphu,Bhutan,"114551","5","0.54483"
"1104","89.916696417221","27.4332959489046",Wangdue Prodrang,Bhutan,"0","0","0.58062"
"1105","89.5167004039634","27.3833010187336",Paro,Bhutan,"0","0","0.54483"
"1106","88.6169973570714","27.3290040098781",Gangtok,India,"100286","5","0.51361"
"1107","87.9260042867808","26.9080019973912",Ilam,Nepal,"0","0","0.53194"
"1108","87.2832963694962","26.4500009829297",Biratnagar,Nepal,"201125","5","0.43976"
"1109","79.0891113618243","21.1557509545671",Nagpur,India,"2405665","2","0.50352"
"1110","85.8349984444776","20.264004031035",Bhubaneshwar,India,"885363","3","0.39387"
"1111","83.3300013049034","17.749997961062",Vishakhapatnam,India,"2238000","2","0.41755"
"1112","80.2479964048779","13.0619969866726",Chennai,India,"4646732","2",
"1113","79.8370023476397","11.9330009401824",Pondicherry,India,"244377","5",
"1114","72.6331503259625","10.5509520812947",Kavaratti,India,"0","0",
"1115","78.1217283116018","9.9139859505281",Madurai,India,"1017865","2","0.63309"
"1116","76.9519982969521","8.50400096773716",Trivandrum,India,"0","0","0.41607"
"1117","76.2804184456724","9.97015507601846",Cochin,India,"0","0",
"1118","72.8499963066613","20.4163650014087",Daman,India,"0","0","0.43558"
"1119","73.0017903300191","20.1915450251149",Silvassa,India,"0","0","0.4391"
"1120","72.8260023344842","19.077002983341",Mumbai,India,"12442373","1",
"1121","73.8522724138133","18.5357430029184",Pune,India,"3124458","2","0.49231"
"1122","78.4850043283339","17.3950019192106",Hyderabad,India,"10275000","1","0.58727"
"1123","73.8180004170561","15.491996931964",Panaji,India,"0","0",
"1124","77.5877314089752","12.9747510229139",Bangalore,India,"8495492","1","0.90816"
"1125","74.843001402204","12.8690010073674",Mangalore,India,"499487","4","0.42286"
"1126","81.233001313502","8.56899897740538",Trincomalee,Sri Lanka,"0","0",
"1127","80.3833294377024","8.35000204010617",Anuradhapura,Sri Lanka,"0","0","0.45227"
"1128","79.8260043036591","8.03300402507915",Puttalan,Sri Lanka,"0","0",
"1129","80.6370033102724","7.2839970174672",Kandy,Sri Lanka,"0","0","0.43653"
"1130","81.0559983369424","6.98499899100278",Badulla,Sri Lanka,"0","0","0.45311"
"1131","79.8480003916203","6.92700292591639",Colombo,Sri Lanka,"0","0","0.43552"
"1132","80.3860023297635","6.69300307460385",Ratnapura,Sri Lanka,"0","0","0.45288"
"1133","80.217999347485","6.03299698495463",Galle,Sri Lanka,"0","0","0.45418"
"1134","104.716701318204","17.383302059032",Nakhom Phanom,Thailand,"123720","5","0.52851"
"1135","105.671997441969","18.6689970645342",Vinh,Vietnam,"0","0",
"1136","105.916698294094","18.3500009998078",Ha Tinh,Vietnam,"0","0","0.4612"
"1137","106.623999282533","17.4639960282776",Dong Hoi,Vietnam,"0","0","0.46445"
"1138","104.800185341941","17.3969729950737",Muang Khammouan,Laos,"0","0","0.52851"
"1139","104.150997415535","17.1629999521138",Sakon Nakhon,Thailand,"315788","4","0.43899"
"1140","134.491680302558","7.34061592754295",Koror,Palau,"11754","7",
"1141","125.613684380883","7.08008408117426",Davao,Philippines,"1632991","2",
"1142","124.849998310778","1.48333505405641",Manado,Indonesia,"410481","4","0.44404"
"1143","132.445008359934","34.378002049858",Hiroshima,Japan,"1194034","2","0.65501"
"1144","132.774993367039","33.8349960513487",Matsuyama,Japan,"514865","3","0.68378"
"1145","103.343004419588","21.7400039205789",Luan Chau,Vietnam,"0","0","0.58367"
"1146","102.099996420389","21.6833039235104",Phongsali,Laos,"0","0","0.57845"
"1147","103.910004390274","21.328002067857",Son La,Vietnam,"0","0","0.58561"
"1148","101.416698340245","20.9500019770771",Louang Namtha,Laos,"0","0","0.4755"
"1149","104.033304444315","20.4166979545308",Xam Nua,Laos,"0","0","0.58008"
"1150","102.141999317247","19.8839969544381",Louangphrabang,Laos,"0","0","0.46208"
"1151","130.933296434832","33.9499979273056",Shimonoseki,Japan,"268517","4","0.70182"
"1152","96.0840003349889","21.9760019870746",Mandalay,Myanmar,"1225546","2","0.62137"
"1153","95.9619963489666","21.8799989590462",Sagaing,Myanmar,"0","0","0.6545"
"1154","97.0380003907364","20.7819989947986",Taunggyi,Myanmar,"381639","4","0.46414"
"1155","99.833004333128","19.9060019785169",Chang Rai,Thailand,"455732","4","0.43119"
"1156","97.2060033730149","19.6650000171389",Loikaw,Myanmar,"128401","5","0.46506"
"1157","97.9689963975555","19.3010039810062",Mae Hong Son,Thailand,"30928","7","0.48319"
"1158","96.498000402894","17.3279969237254",Pegu,Myanmar,"0","0","0.51342"
"1159","99.1770034444788","10.4930010277635",Chumphon,Thailand,"147912","5",
"1160","98.6380023160023","9.96200103420228",Ranong,Thailand,"123596","5","0.40282"
"1161","99.3339992811752","9.13499992324194",Surat Thani,Thailand,"410984","4","0.48283"
"1162","98.5339983185423","8.45100002689941",Phangnga,Thailand,"41547","7",
"1163","98.3850032857938","7.87699794614752",Phuket,Thailand,"358159","4",
"1164","95.3333373324008","5.56666204793953",Banda Aceh,Indonesia,"223446","5","0.48707"
"1165","101.076003396209","4.5909990228364",Ipoh,Malaysia,"488172","4","0.38802"
"1166","98.6760003428267","3.58499705110063",Medan,Indonesia,"2097610","2","0.42009"
"1167","100.311003385851","5.36400000262546",Pinang,Malaysia,"0","0","0.47247"
"1168","99.9649984021636","8.42200199435621",Nakhon Si Thammarat,Thailand,"265606","4","0.47166"
"1169","98.9119984093224","8.05200303849147",Krabi,Thailand,"52867","6","0.42982"
"1170","100.08099930297","7.61499892165784",Phatthalung,Thailand,"244783","5","0.49524"
"1171","99.6149973190772","7.54900205262356",Trang,Thailand,"82794","6","0.44985"
"1172","100.593000283119","7.19700291983763",Songkhla,Thailand,"800970","3",
"1173","100.066698370639","6.61670104166938",Satun,Thailand,"55273","6","0.49705"
"1174","100.189998424679","6.43300193432992",Kangar,Malaysia,"0","0","0.50382"
"1175","100.361997340872","6.11100002442044",Alor Setar,Malaysia,"136423","5","0.43621"
"1176","91.8250023425181","22.3299990040764",Chittagong,Bangladesh,"2591681","2",
